lemma,ipa,english,pos,gender,module,level,note,image_url
кордон,/korˈdon/,border,noun,,129,B1,m,
країна,/krɑˈjinɑ/,country,noun,,129,B1,f,
митниця,/ˈmɪtnɪt͡sʲɑ/,customs,noun,,129,B1,f,
подорожувати,/podoroʒuˈvɑtɪ/,to travel,noun,,129,B1,impf,
прибувати,/prɪbuˈvɑtɪ/,to arrive,noun,,129,B1,impf,
пункт призначення,,destination,noun,,129,B1,m,
столиця,/stoˈlɪt͡sʲɑ/,capital,noun,,129,B1,f,
крім того,,"besides, moreover",noun,,130,B1,phrase,
на мою думку,,in my opinion,noun,,130,B1,phrase,
наприклад,/nɑprɪˈklɑd/,for example,noun,,130,B1,adv,
підсумовуючи,,to sum up,noun,,130,B1,adv part,
по-перше,,firstly,noun,,130,B1,adv,
також,/tɑˈkoʒ/,also,noun,,130,B1,adv,
тобто,/tobˈto/,that is,noun,,130,B1,adv,
зменшення,/zmɛnˈʃɛnʲːɑ/,decrease,noun,,131,B1,n,
зменшуватися,,to decrease,noun,,131,B1,impf,
змінюватися,,to change,noun,,131,B1,impf,
знижуватися,,to decline,noun,,131,B1,impf,
зростання,/zrosˈtɑnʲːɑ/,growth,noun,,131,B1,n,
зростати,/zrosˈtɑtɪ/,"to grow, increase",noun,,131,B1,impf,
підвищуватися,,to rise,noun,,131,B1,impf,
погіршуватися,,to worsen,noun,,131,B1,impf,
покращуватися,,to improve,noun,,131,B1,impf,
порівняно з,,compared to,noun,,131,B1,prep,
поступово,/postuˈpovo/,gradually,noun,,131,B1,adv,
різко,/ˈrʲizko/,sharply,noun,,131,B1,adv,
розвиватися,,to develop,noun,,131,B1,impf,
удвічі,/udˈvʲit͡ʃi/,twice,noun,,131,B1,adv,
враження,/vrɑˈʒɛnʲːɑ/,impression,noun,,132,B1,n,
міркувати,/mʲirkuˈvɑtɪ/,"to ponder, reflect",noun,,132,B1,"impf, deep",
переконання,/pɛrɛkoˈnɑnʲːɑ/,"belief, conviction",noun,,132,B1,n,
припускати,/prɪpusˈkɑtɪ/,"to suppose, assume",noun,,132,B1,impf,
роздум,/ˈrozdum/,"reflection, thought",noun,,132,B1,m,
роздумувати,/rozduˈmuvɑtɪ/,to deliberate,noun,,132,B1,impf,
заявляти,/zɑjɑvˈlʲɑtɪ/,to declare,noun,,133,B1,impf,
оповідати,/opovʲiˈdɑtɪ/,to narrate,noun,,133,B1,"impf, literary",
розповідати,/rospovʲiˈdɑtɪ/,"to tell, narrate",noun,,133,B1,impf,
оглядати,/oɦlʲɑˈdɑtɪ/,to examine,noun,,134,B1,impf,
помічати,/pomʲiˈt͡ʃɑtɪ/,to notice,noun,,134,B1,impf,
спостерігати,/spostɛrʲiˈɦɑtɪ/,to observe,noun,,134,B1,impf,
усвідомлювати,/usvʲiˈdomlʲuvɑtɪ/,to realize,noun,,134,B1,impf,
байдики бити,,to be idle,noun,,135,B1,idiom,
з мухи слона,,exaggerate,noun,,135,B1,idiom,
ідіома,/ʲiˈdʲiomɑ/,idiom,noun,,135,B1,f,
коли рак свисне,,never,noun,,135,B1,idiom,
на сьомому небі,,on cloud nine,noun,,135,B1,idiom,
не покладаючи рук,,without rest,noun,,135,B1,idiom,
перебільшувати,,to exaggerate,noun,,135,B1,impf,
переносне значення,,figurative meaning,noun,,135,B1,n,
собаку з'їсти,,be expert,noun,,135,B1,idiom,
сталий вираз,,set phrase,noun,,135,B1,m,
тримати язик за зубами,,keep secret,noun,,135,B1,idiom,
як кіт наплакав,,very little,noun,,135,B1,idiom,
без труда нема плода,,no pain no gain,noun,,136,B1,proverb,
давати слово,,give one's word,noun,,136,B1,idiom,
до речі,,by the way,noun,,136,B1,expression,
душа в душу,,in harmony,noun,,136,B1,idiom,
краще пізно ніж ніколи,,better late than never,noun,,136,B1,proverb,
на ножах,,at odds,noun,,136,B1,idiom,
народна мудрість,,folk wisdom,noun,,136,B1,f,
ні сном ні духом,,have no idea,noun,,136,B1,idiom,
приказка,/prɪˈkɑzkɑ/,"proverb, saying",noun,,136,B1,f,
прислів'я,/prɪsˈlʲivjɑ/,proverb,noun,,136,B1,n,
справа в капелюсі,,it's in the bag,noun,,136,B1,idiom,
тримати слово,,keep one's word,noun,,136,B1,idiom,
брати до уваги,,take into account,noun,,137,B1,colloc,
брати участь,,take part,noun,,137,B1,colloc,
вести переговори,,conduct negotiations,noun,,137,B1,colloc,
давати пораду,,give advice,noun,,137,B1,colloc,
колокація,/kolokɑˈt͡sʲijɑ/,collocation,noun,,137,B1,f,
мати значення,,"matter, be important",noun,,137,B1,colloc,
мати сенс,,make sense,noun,,137,B1,colloc,
приймати рішення,,make a decision,noun,,137,B1,colloc,
робити помилку,,make a mistake,noun,,137,B1,colloc,
словосполучення,,word combination,noun,,137,B1,n,
вид дієслова,,verb aspect,noun,,138,B1,m,
інтеграція,/ʲintɛɦrɑˈt͡sʲijɑ/,integration,noun,,138,B1,f,
підрядне речення,,subordinate clause,noun,,138,B1,n,
сполучник,/spoˈlut͡ʃnɪk/,conjunction,noun,,138,B1,m,
готовність,/ɦoˈtownʲistʲ/,readiness,noun,,140,B1,f,
досягнення,/dosʲɑɦˈnɛnʲːɑ/,achievement,noun,,140,B1,n,
компетенція,/kompɛˈtɛnt͡sʲijɑ/,competency,noun,,140,B1,f,
рівень,/ˈrʲivɛnʲ/,level,noun,,140,B1,m,
зворотне дієслово,,reflexive verb,noun,,141,B2,дієслово на -ся,
знахідний відмінок,,accusative case,noun,,141,B2,відмінок додатка,
орудний відмінок,,instrumental case,noun,,141,B2,відмінок діяча,
офіційний стиль,,official style,noun,,141,B2,мова документів,
розмовний стиль,,colloquial style,noun,,141,B2,повсякденна мова,
узгодження,,agreement,noun,,141,B2,граматичний зв'язок,
визнаний,,recognized,noun,,142,B2,дієприкметник,
вихований,,well-mannered,noun,,142,B2,прикметник,
збережений,,preserved,noun,,142,B2,дієприкметник,
зворот,,"phrase, construction",noun,,142,B2,синтаксична одиниця,
книжний стиль,,bookish style,noun,,142,B2,письмова мова,
освічений,,educated,noun,,142,B2,прикметник,
приголосний,,consonant,noun,,142,B2,тип звука,
чергування,,alternation,noun,,142,B2,фонетичне явище,
безособовий,,impersonal,noun,,143,B2,граматичний термін,
відхилено,,rejected,noun,,143,B2,офіційна формула,
доручено,,"entrusted, assigned",noun,,143,B2,для завдань,
засідання,,"meeting, session",noun,,143,B2,збори,
заслухано,,heard (report),noun,,143,B2,для доповідей,
затверджено,,approved,noun,,143,B2,офіційна формула,
погоджено,,agreed,noun,,143,B2,офіційна формула,
порядок денний,,agenda,noun,,143,B2,список питань,
протокол,,"minutes, protocol",noun,,143,B2,документ,
розглянуто,,considered,noun,,143,B2,офіційна формула,
аналізуватися,,to be analyzed,noun,,144,B2,-ся пасив,
вироблятися,,to be produced,noun,,144,B2,-ся пасив,
досліджуватися,,to be researched,noun,,144,B2,-ся пасив,
застосовуватися,,to be applied,noun,,144,B2,-ся пасив,
зворотний,,reflexive,noun,,144,B2,граматичний термін,
оновлюватися,,to be updated,noun,,144,B2,-ся пасив,
постфікс,,postfix,noun,,144,B2,частина слова після кореня,
публікуватися,,to be published,noun,,144,B2,-ся пасив,
розглядатися,,to be considered,noun,,144,B2,-ся пасив,
невизначено-особовий,,indefinite-personal,noun,,145,B2,граматичний термін,
попередити,,to warn,noun,,145,B2,доконаний вид,
доречний,,appropriate,noun,,146,B2,відповідний контексту,
змішування,,mixing,noun,,146,B2,поєднання різних форм,
конвенція,,convention,noun,,146,B2,неписане правило,
констатація,,statement,noun,,146,B2,офіційне твердження,
контекст,,context,noun,,146,B2,визначає вибір форми,
пресслужба,,press service,noun,,146,B2,інформаційний відділ,
репортаж,,report,noun,,146,B2,новинний жанр,
стиль,,style,noun,,146,B2,"офіційний, розмовний...",
трансформація,,transformation,noun,,146,B2,перетворення стилю,
функціональний,,functional,noun,,146,B2,пов'язаний із функцією,
канцеляризм,,bureaucratese,noun,,147,B2,офіційний штамп,
кліше,,cliché,noun,,147,B2,стандартний вираз,
маркер,,marker,noun,,147,B2,ознака стилю,
офіційно-діловий,,"official, formal",noun,,147,B2,для документів,
публіцистичний,,journalistic,noun,,147,B2,для ЗМІ,
регістр,,register,noun,,147,B2,рівень формальності,
розмовний,,colloquial,noun,,147,B2,побутовий,
функціональний стиль,,functional style,noun,,147,B2,п'ять стилів,
художній,,"literary, artistic",noun,,147,B2,для літератури,
вельмишановний,,highly respected,noun,,148,B2,дуже офіційне,
етикет,,etiquette,noun,,148,B2,правила поведінки,
з повагою,,respectfully,noun,,148,B2,формула в листах,
залюбки,,gladly,noun,,148,B2,погодження,
звертання,,form of address,noun,,148,B2,як називаємо людину,
перепрошую,,I apologize,noun,,148,B2,формальне вибачення,
по батькові,,patronymic,noun,,148,B2,"Петрович, Петрівна",
ровесник,,peer (same age),noun,,148,B2,однолітки,
шановний,,"dear, respected",noun,,148,B2,офіційне звертання,
волевиявлення,,declaration of will,noun,,149,B2,юридичний термін,
довідка,,"certificate, reference",noun,,149,B2,підтвердження,
заява,,"application, statement",noun,,149,B2,документ-прохання,
заявник,,applicant,noun,,149,B2,від кого,
скарга,,complaint,noun,,149,B2,претензія,
коаліція,,coalition,noun,,150,B2,об'єднання,
лід,,lead,noun,,150,B2,початок новини,
опозиція,,opposition,noun,,150,B2,політична сила,
оцінність,,evaluativeness,noun,,150,B2,суб'єктивність,
публіцистика,,"journalism, media writing",noun,,150,B2,стиль ЗМІ,
риторичний,,rhetorical,noun,,150,B2,для впливу,
фреймування,,framing,noun,,150,B2,обрамлення реальності,
вигук,,interjection,noun,,151,B2,"ого, ой, ех",
гаразд,,"okay, alright",noun,,151,B2,розмовне «добре»,
демінутив,,diminutive,noun,,151,B2,зменшувальна форма,
просторіччя,,colloquialism,noun,,151,B2,розмовна лексика,
редукція,,reduction,noun,,151,B2,скорочення звуків,
русизм,,Russianism,noun,,151,B2,запозичення з російської,
сленг,,slang,noun,,151,B2,молодіжна лексика,
суржик,,surzhyk,noun,,151,B2,мішанина мов,
частка,,particle,noun,,151,B2,"ну, от, та, ж",
адекватний,,appropriate,noun,,152,B2,доречний,
комплексний,,complex,noun,,152,B2,багатоаспектний,
непередбачений,,unforeseen,noun,,152,B2,несподіваний,
перемикання,,code-switching,noun,,152,B2,зміна регістру,
троп,,trope,noun,,152,B2,образний засіб,
активний дієприкметник,,active participle,noun,,153,B2,книжна форма,
завідувач,,manager (correct),noun,,153,B2,не «завідуючий»!,
зростаючий,,growing,noun,,153,B2,про попит,
існуючий,,existing,noun,,153,B2,про проблеми,
книжний,,"bookish, literary",noun,,153,B2,офіційний стиль,
пануючий,,prevailing,noun,,153,B2,про думку,
субстантивований,,substantivized,noun,,153,B2,перехід у іменник,
усталений,,"established, set",noun,,153,B2,фіксований вираз,
чинний,,"current, valid",noun,,153,B2,про закони,
бувалий,,experienced,noun,,154,B2,adj,
запеклий,,fierce,noun,,154,B2,adj,
застарілий,,outdated,noun,,154,B2,"adj, від застаріти",
зів'ялий,,wilted,noun,,154,B2,"adj, від зів'янути",
змарнілий,,emaciated,noun,,154,B2,"adj, від змарніти",
зрілий,,"mature, ripe",noun,,154,B2,adj,
колишній,,former,noun,,154,B2,"adj, не «бувший»!",
неперехідний,,intransitive,noun,,154,B2,про дієслова,
перехідний,,transitive,noun,,154,B2,про дієслова,
посивілий,,gray-haired,noun,,154,B2,"adj, від посивіти",
похилий,,tilted; elderly,noun,,154,B2,"adj, «похилого віку»",
спілий,,ripe,noun,,154,B2,adj,
допустимий,,permissible,noun,,155,B2,можна вживати,
калька,,calque,noun,,155,B2,дослівний переклад,
нейтральний,,neutral,noun,,155,B2,звичайний стиль,
природність,,naturalness,noun,,155,B2,відповідність мові,
редакція,,editing,noun,,155,B2,виправлення,
стислість,,conciseness,noun,,155,B2,коротка форма,
виходячи,,based on,noun,,156,B2,спираючись на,
відверто,,frankly,noun,,156,B2,чесно,
двозначний,,ambiguous,noun,,156,B2,неясний,
допуст,,concession,noun,,156,B2,"хоча, незважаючи на",
жестикулювати,,to gesticulate,noun,,156,B2,рухати руками,
заблукати,,to get lost,noun,,156,B2,загубити дорогу,
зважаючи,,considering,noun,,156,B2,враховуючи,
ланцюжок,,chain,noun,,156,B2,кілька поспіль,
насвистувати,,to whistle,noun,,156,B2,свистіти мелодію,
супровід,,accompaniment,noun,,156,B2,одночасно,
головне речення,,main clause,noun,,157,B2,незалежне,
з'ясувальний,,object (clause),noun,,157,B2,що? про що?,
зміщення,,shift,noun,,157,B2,зміна порядку,
однорідний,,homogeneous,noun,,157,B2,однотипний,
означальний,,attributive,noun,,157,B2,який? котрий?,
паралельний,,parallel,noun,,157,B2,на одному рівні,
підпорядкування,,subordination,noun,,157,B2,залежність,
послідовний,,sequential,noun,,157,B2,один за одним,
сполучне слово,,relative pronoun,noun,,157,B2,"який, де, куди",
стик,,junction,noun,,157,B2,місце з'єднання,
безумовно,,undoubtedly,noun,,158,B2,повна впевненість,
вставний,,parenthetical,noun,,158,B2,не член речення,
за словами,,according to,noun,,158,B2,джерело,
інакше кажучи,,in other words,noun,,158,B2,пояснення,
між іншим,,by the way,noun,,158,B2,додаткова думка,
на думку,,in the opinion of,noun,,158,B2,джерело,
на щастя,,fortunately,noun,,158,B2,радість,
напевно,,"surely, probably",noun,,158,B2,вища впевненість,
словом,,in a word,noun,,158,B2,підсумок,
аж,,"even, as much as",noun,,159,B2,інтенсивність,
емфаза,,emphasis,noun,,159,B2,підсилення,
ж/же,,(emphatic particle),noun,,159,B2,очевидність,
інверсія,,inversion,noun,,159,B2,зміна порядку,
лише,,only,noun,,159,B2,обмеження,
навіть,,even,noun,,159,B2,несподіванка,
підсилення,,intensification,noun,,159,B2,акцент,
порядок слів,,word order,noun,,159,B2,синтаксис,
рема,,rheme (new),noun,,159,B2,нове,
саме,,"exactly, particularly",noun,,159,B2,найсильніший засіб,
справді,,"really, truly",noun,,159,B2,підтвердження,
тема,,theme (given),noun,,159,B2,відоме,
більше того,,what's more,noun,,160,B2,підсилення,
відтак,,consequently,noun,,160,B2,наслідок,
втім,,"however, though",noun,,160,B2,застереження,
до того ж,,moreover,noun,,160,B2,додавання,
зате,,but (in exchange),noun,,160,B2,компенсація,
балотуватися,/bɑlɔtuˈwɑtɪsʲɑ/,to run for office,noun,,161,B2,impf,
Верховна Рада,/wɛrˈxɔwnɑ ˈrɑdɑ/,Parliament,noun,,161,B2,f,
виборець,/wɪˈbɔrɛt͡sʲ/,voter,noun,,161,B2,m,
відхилити,/wʲidxɪˈlɪtɪ/,to reject,noun,,161,B2,pf,
голосування,/ɦɔlɔsuˈwɑnʲːɑ/,voting,noun,,161,B2,n,
євроінтеграція,/jewrɔintɛˈɦrɑt͡sʲijɑ/,European integration,noun,,161,B2,f,
законопроєкт,/zɑkɔnɔprɔˈjɛkt/,"bill, draft law",noun,,161,B2,m,
звільнити,/zwʲilʲˈnɪtɪ/,to dismiss,noun,,161,B2,pf,
накласти вето,/nɑˈklɑstɪ ˈwɛtɔ/,to veto,noun,,161,B2,pf,
народний депутат,/nɑˈrɔdnɪj dɛpuˈtɑt/,MP,noun,,161,B2,m,
передвиборча кампанія,/pɛrɛdwɪˈbɔrtʃɑ kɑmˈpɑnʲijɑ/,election campaign,noun,,161,B2,f,
постанова,/pɔstɑˈnɔwɑ/,resolution,noun,,161,B2,f,
указ,/uˈkɑz/,decree,noun,,161,B2,m,
ухвалити,/uxˈwɑlɪtɪ/,"to adopt, pass",noun,,161,B2,pf,
фракція,/ˈfrɑkt͡sʲijɑ/,faction,noun,,161,B2,f,
явка,/ˈjɑwkɑ/,turnout,noun,,161,B2,f,
апеляція,/ɑpɛˈlʲat͡sʲijɑ/,appeal,noun,,162,B2,f,
виправдати,/wɪˈprɑwdɑtɪ/,to acquit,noun,,162,B2,pf,
вирок,/ˈwɪrɔk/,"verdict, sentence",noun,,162,B2,m,
засудити,/zɑsuˈdɪtɪ/,"to convict, sentence",noun,,162,B2,pf,
злочин,/zlɔˈtʃɪn/,crime,noun,,162,B2,m,
касація,/kɑˈsɑt͡sʲijɑ/,cassation,noun,,162,B2,f,
конфіскація,/kɔnfʲisˈkɑt͡sʲijɑ/,confiscation,noun,,162,B2,f,
підсудний,/pʲidˈsudnɪj/,defendant (criminal),noun,,162,B2,m,
позбавлення волі,/pɔzbɑwˈlɛnʲːɑ ˈwɔlʲi/,imprisonment,noun,,162,B2,n,
позов,/ˈpɔzɔw/,lawsuit,noun,,162,B2,m,
покарання,/pɔkɑˈrɑnʲːɑ/,punishment,noun,,162,B2,n,
презумпція,/prɛˈzumpt͡sʲijɑ/,presumption,noun,,162,B2,f,
прокурор,/prɔkuˈrɔr/,prosecutor,noun,,162,B2,m,
свідок,/ˈswʲidɔk/,witness,noun,,162,B2,m,
суд,/sud/,court,noun,,162,B2,m,
суддя,/ˈsudʲːɑ/,judge,noun,,162,B2,m/f,
хабарництво,/xɑˈbɑrnɪt͡stwo/,bribery,noun,,162,B2,n,
біржа,/ˈbʲirʒɑ/,stock exchange,noun,,163,B2,f,
ВВП,/wɛ wɛ pɛ/,GDP,noun,,163,B2,m,
економіка,/ɛkɔˈnɔmʲikɑ/,economy,noun,,163,B2,f,
експорт,/ˈɛkspɔrt/,export,noun,,163,B2,m,
збиток,/ˈzbɪtɔk/,loss,noun,,163,B2,m,
імпорт,/ˈimpɔrt/,import,noun,,163,B2,m,
інвестиція,/ʲinwɛsˈtɪt͡sʲijɑ/,investment,noun,,163,B2,f,
інфляція,/ʲinˈflʲat͡sʲijɑ/,inflation,noun,,163,B2,f,
облікова ставка,/ɔbˈlʲikɔwɑ ˈstɑwkɑ/,discount rate,noun,,163,B2,f,
постачальник,/pɔstɑˈtʃɑlʲnɪk/,supplier,noun,,163,B2,m,
угода,/uˈɦɔdɑ/,"deal, agreement",noun,,163,B2,f,
пасив,,passive voice,noun,,164,B2,Модулі 141-146,
варяги,/wɑˈrʲaɦɪ/,Varangians,noun,,167,B2,Варяги торгували по річках.,
заснувати,/zɑsnuˈwɑtɪ/,to found (pf),noun,,167,B2,Олег заснував державу зі столицею в Києві.,
захопити,/zɑxɔˈpɪtɪ/,to capture (pf),noun,,167,B2,Олег захопив Київ у 882 році.,
імперія,/ʲimˈpɛrʲijɑ/,empire,noun,,167,B2,Російська імперія виникла в 1721 році.,
об'єднати,/ɔbˈjɛdnɑtɪ/,to unite (pf),noun,,167,B2,Він об'єднав різні племена.,
перейменувати,/pɛrɛjmɛnuˈwɑtɪ/,to rename (pf),noun,,167,B2,Петро I перейменував Московію.,
племена,/plɛˈmɛnɑ/,tribes,noun,,167,B2,Слов'янські племена об'єдналися.,
правити,/prɑˈwɪtɪ/,to rule (impf),noun,,167,B2,Ольга правила як регентша.,
привласнити,/prɪwˈlɑsnɪtɪ/,to appropriate (pf),noun,,167,B2,Росія намагається привласнити Русь.,
розвінчати,/rɔzwʲinˈtʃɑtɪ/,to debunk (pf),noun,,167,B2,Розвінчати імперські міфи.,
русини,/ruˈsɪnɪ/,Ruthenians,noun,,167,B2,Русини — мешканці Русі.,
Русь,/rusʲ/,Rus,noun,,167,B2,Київська Русь — українська держава.,
спадкоємність,/spɑdkɔˈjɛmnʲistʲ/,succession,noun,,167,B2,Московські претензії на спадкоємність — хибні.,
спадщина,/ˈspɑdʃt͡ʃɪnɑ/,"heritage, legacy",noun,,167,B2,Русь — українська спадщина.,
фальсифікація,/fɑlʲsɪfʲiˈkɑt͡sʲijɑ/,falsification,noun,,167,B2,Історична фальсифікація — злочин.,
занепад,/zɑnɛˈpɑd/,decline,noun,,168,B2,Занепад Русі почався з усобиць.,
занепасти,/zɑnɛˈpɑstɪ/,to decline (pf),noun,,168,B2,Русь занепала через усобиці.,
звід законів,/zwʲid zɑˈkɔnʲiw/,code of laws,noun,,168,B2,«Руська правда» — перший звід законів.,
зруйнувати,/zrujnuˈwɑtɪ/,to destroy (pf),noun,,168,B2,Монголи зруйнували Київ.,
літопис,/ˈlʲitɔpɪs/,chronicle,noun,,168,B2,«Повість минулих літ» — головний літопис.,
монастир,/mɔnɑsˈtɪr/,monastery,noun,,168,B2,Печерська лавра — найдавніший монастир.,
навала,/nɑˈwɑlɑ/,invasion,noun,,168,B2,Монгольська навала зруйнувала Київ.,
охрестити,/ɔxrɛsˈtɪtɪ/,to baptize (pf),noun,,168,B2,Володимир охрестив Русь.,
панувати,/pɑnuˈwɑtɪ/,to reign (impf),noun,,168,B2,Ярослав панував 35 років.,
роздробленість,/rɔzdrɔbˈlɛnʲistʲ/,fragmentation,noun,,168,B2,Роздробленість почалася після Ярослава.,
собор,/sɔˈbɔr/,cathedral,noun,,168,B2,Софія Київська — головний собор Русі.,
усобиці,/uˈsɔbɪt͡sʲi/,internecine wars,noun,,168,B2,Усобиці ослабили Русь.,
хрещення,/xrɛˈʃt͡ʃɛnʲːɑ/,baptism,noun,,168,B2,Хрещення Русі відбулося в 988 році.,
ведмідь на вухо наступив,/wɛdˈmʲidʲ nɑ ˈwuxɔ nɑstuˈpɪw/,немає музичного слуху,noun,,169,B2,idiom,
відкрити очі,/wʲidˈkrɪtɪ ˈɔtʃʲi/,показати правду,noun,,169,B2,pf; кому? (дав.),
вуха в'януть,/ˈwuxɑ ˈwjɑnutʲ/,неприємно слухати,noun,,169,B2,impf,
закривати очі,/zɑkrɪˈwɑtɪ ˈɔtʃʲi/,ігнорувати,noun,,169,B2,impf; на що?,
навострити вуха,/nɑwɔsˈtrɪtɪ ˈwuxɑ/,уважно слухати,noun,,169,B2,pf,
не зводити очей,/nɛ zwɔˈdɪtɪ ɔˈtʃɛj/,постійно дивитися,noun,,169,B2,impf; з кого?,
очі на лоб,/ˈɔtʃʲi nɑ lɔb/,здивування,noun,,169,B2,полізли (pf),
очі розбігаються,/ˈɔtʃʲi rɔzbʲiˈɦɑjut͡sʲːɑ/,важко вибрати,noun,,169,B2,impf,
по вуха,/pɔ ˈwuxɑ/,повністю,noun,,169,B2,в + місц.,
пропускати повз вуха,/prɔpusˈkɑtɪ pɔwz ˈwuxɑ/,ігнорувати,noun,,169,B2,impf,
взяти в руки,/ˈwzʲatɪ w ˈrukɪ/,контролювати,noun,,170,B2,pf,
жити на широку ногу,/ˈʒɪtɪ nɑ ʃɪˈrɔku ˈnɔɦu/,жити розкішно,noun,,170,B2,impf,
збитися з ніг,/zbɪˈtɪsʲɑ z nʲiɦ/,дуже втомитися,noun,,170,B2,pf,
золоті руки,/zɔlɔˈtʲi ˈrukɪ/,майстер,noun,,170,B2,pl,
накивати п'ятами,/nɑkɪˈwɑtɪ pˈjɑtɑmɪ/,втекти,noun,,170,B2,pf,
права рука,/ˈprɑwɑ ruˈkɑ/,головний помічник,noun,,170,B2,f,
рука руку миє,/ruˈkɑ ruˈku ˈmɪjɛ/,кругова порука,noun,,170,B2,idiom,
руки не доходять,/ˈrukɪ nɛ dɔˈxɔdʲatʲ/,немає часу,noun,,170,B2,impf,
рукою подати,/ruˈkɔju pɔˈdɑtɪ/,близько,noun,,170,B2,idiom,
стати на ноги,/ˈstɑtɪ nɑ ˈnɔɦɪ/,стати самостійним,noun,,170,B2,pf,
брати до серця,/ˈbrɑtɪ dɔ ˈsɛrt͡sʲɑ/,переживати,noun,,171,B2,impf,
вилетіло з голови,/wɪlɛˈtʲilɔ z ɦɔlɔˈwɪ/,забув,noun,,171,B2,pf,
від серця,/wʲid ˈsɛrt͡sʲɑ/,щиро,noun,,171,B2,adv,
вітер у голові,/ˈwʲitɛr u ɦɔlɔˈwʲi/,легковажний,noun,,171,B2,idiom,
золоте серце,/zɔlɔˈtɛ ˈsɛrt͡sɛ/,виняткова доброта,noun,,171,B2,n,
камінь на серці,/ˈkɑmʲinʲ nɑ ˈsɛrt͡sʲi/,тривога,noun,,171,B2,m,
ламати голову,/lɑˈmɑtɪ ɦɔˈlɔwu/,напружено думати,noun,,171,B2,impf,
покласти голову,/pɔˈklɑstɪ ɦɔˈlɔwu/,пожертвувати життям,noun,,171,B2,pf,
світла голова,/ˈswʲitlɑ ɦɔlɔˈwɑ/,розумна людина,noun,,171,B2,f,
серце крається,/ˈsɛrt͡sɛ ˈkrɑjɛt͡sʲːɑ/,дуже сумно,noun,,171,B2,impf,
балакати,/bɑˈlɑkɑtɪ/,to chat (colloq.),noun,,172,B2,"ipf, розмовне",
мовити,/ˈmɔwɪtɪ/,to say (literary),noun,,172,B2,"ipf, книжне",
оголошувати,/ɔɦɔˈlɔʃuwɑtɪ/,to announce,noun,,172,B2,"ipf, публічне",
теревенити,/tɛrɛˈwɛnɪtɪ/,"to gossip, chatter",noun,,172,B2,"ipf, негативне",
наголошувати,/nɑɦɔˈlɔʃuwɑtɪ/,to emphasize,noun,,173,B2,ipf,
підтверджувати,/pʲidtwɛrˈdʒuwɑtɪ/,to confirm,noun,,173,B2,ipf,
сповіщати,/spɔwʲiˈʃt͡ʃɑtɪ/,to notify,noun,,173,B2,"ipf, юридичне",
спростовувати,/sprɔsˈtɔwuwɑtɪ/,to refute,noun,,173,B2,ipf,
уточнювати,/utɔˈtʃnʲuwɑtɪ/,to clarify,noun,,173,B2,ipf,
довідуватися,/dɔwʲiˈduwɑtɪsʲɑ/,"to find out, inquire",noun,,174,B2,ipf,
запитувати,/zɑˈpɪtuwɑtɪ/,to ask,noun,,174,B2,"ipf, нейтральне",
звертатися,/zwɛrˈtɑtɪsʲɑ/,"to address, appeal",noun,,174,B2,ipf,
клопотати,/klɔpɔˈtɑtɪ/,to petition,noun,,174,B2,"ipf, юридичне",
наполягати,/nɑpɔˈlʲaɦɑtɪ/,to insist,noun,,174,B2,"ipf, + на + місц.",
боярин,/bɔˈjarɪn/,boyar,noun,,175,B2,Бояри часто конфліктували з князями.,
завоювання,/zɑwɔjuˈwɑnʲːɑ/,conquest,noun,,175,B2,Польське завоювання — 1349 рік.,
князівство,/knʲɑˈzʲiwstwɔ/,principality,noun,,175,B2,Галицько-Волинське князівство існувало 150 років.,
королівство,/kɔrɔˈlʲiwstwɔ/,kingdom,noun,,175,B2,Данило створив Королівство Русі.,
король,/kɔˈrɔlʲ/,king,noun,,175,B2,Данило — єдиний Король Русі.,
коронація,/kɔrɔˈnɑt͡sʲijɑ/,coronation,noun,,175,B2,Коронація відбулася в 1253 році.,
легат,/lɛˈɦɑt/,legate,noun,,175,B2,Папський легат провів коронацію.,
престол,/prɛsˈtɔl/,throne,noun,,175,B2,Данило боровся за престол 33 роки.,
спадкоємець,/spɑdkɔˈjɛmɛt͡sʲ/,heir,noun,,175,B2,Лев був спадкоємцем Данила.,
унія,/ˈunʲijɑ/,union,noun,,175,B2,Унія з Римом була політичним ходом.,
фортеця,/fɔrˈtɛt͡sʲɑ/,fortress,noun,,175,B2,Данило будував фортеці проти монголів.,
автономія,/ɑwtɔˈnɔmʲijɑ/,autonomy,noun,,176,B2,Українські землі мали автономію.,
Велике князівство,/wɛˈlɪkɛ knʲɑˈzʲiwstwɔ/,Grand Duchy,noun,,176,B2,Велике князівство Литовське.,
воєводство,/wɔjɛˈwɔdstwɔ/,voivodeship,noun,,176,B2,Поділля стало воєводством.,
полонізація,/pɔlɔnʲiˈzɑt͡sʲijɑ/,Polonization,noun,,176,B2,Полонізація почалася після 1569.,
руська мова,/ˈrusʲkɑ ˈmɔwɑ/,Ruthenian language,noun,,176,B2,Руська мова — офіційна.,
статут,/stɑˈtut/,statute,noun,,176,B2,Литовські статути написані руською.,
шляхта,/ˈʃlʲaxtɑ/,nobility,noun,,176,B2,Шляхта мала привілеї.,
ярмо,/ˈjarmɔ/,yoke,noun,,176,B2,Татарське ярмо закінчилося в 1362.,
гноблення,/ɦnɔˈblɛnʲːɑ/,oppression,noun,,177,B2,Гноблення селян призвело до повстань.,
